transaction_id, customer_name, product_id, quantity, total_cost, transaction_date 
4721  , Madison Lee         , 955   , 10 , 3340.84 , 2025-04-27
4722  , Beverly Ortega      , 528   , 3  , 1178.21 , 2025-02-27
4723  , Vanessa Torres      , 541   , 3  , 547.69  , 2025-04-30
4724  , Keith Cunningham    , 10    , 4  , 1151.38 , 2025-05-06
4725  , Jill Thomas         , 888   , 4  , 178.09  , 2025-04-12
4726  , Heather Davis       , 317   , 2  , 467.58  , 2025-04-08
4727  , Amanda Hahn         , 312   , 4  , 1307.77 , 2025-05-06
4728  , Manuel Green        , 644   , 1  , 245.38  , 2025-04-30
4729  , Kim Tapia           , 122   , 7  , 1802.21 , 2025-03-30
4730  , Erika Vega          , 609   , 7  , 2217.6  , 2025-03-30
4731  , Lauren Richardson   , 147   , 1  , 304.59  , 2025-03-02
4732  , Amy Kim             , 603   , 6  , 519.44  , 2025-04-29
4733  , Jeffrey Walker      , 737   , 1  , 6.38    , 2025-03-01
4734  , Max Potts           , 936   , 5  , 408.1   , 2025-03-25
4735  , Martha Collins      , 748   , 7  , 282.7   , 2025-03-02
4736  , Rachel Mills        , 824   , 6  , 1945.25 , 2025-04-03
4737  , Karen Meyer         , 814   , 2  , 604.92  , 2025-02-28
4738  , Richard Conway      , 228   , 5  , 2301.06 , 2025-04-04
4739  , Monica Lewis        , 523   , 1  , 488.5   , 2025-04-19
4740  , Bruce Brooks        , 54    , 9  , 4115.28 , 2025-05-06
4741  , Nicole Myers        , 139   , 4  , 22.99   , 2025-03-04
4742  , Kelly Campbell      , 193   , 10 , 2830.87 , 2025-03-15
4743  , Angela Lee          , 184   , 1  , 141.58  , 2025-05-11
4744  , Margaret Wilson     , 126   , 10 , 2884.25 , 2025-03-22
4745  , Teresa Webster      , 446   , 7  , 2763.1  , 2025-05-01
4746  , Tyler Cochran       , 833   , 2  , 571.45  , 2025-05-03
4747  , Joshua Miller       , 298   , 7  , 748.13  , 2025-04-11
4748  , Christie James      , 317   , 2  , 467.58  , 2025-03-19
4749  , Rebecca Wilkinson   , 132   , 1  , 209.15  , 2025-05-09
4750  , Rodney Carey        , 812   , 7  , 143.55  , 2025-04-07
4751  , Jeremy Morrow       , 629   , 6  , 190.32  , 2025-03-07
4752  , Lisa Bauer          , 63    , 6  , 1352.06 , 2025-03-12
4753  , Allison Walter      , 99    , 9  , 1844.72 , 2025-05-06
4754  , Emily Rivera        , 531   , 6  , 2709.29 , 2025-04-23
4755  , Wyatt Kline         , 351   , 7  , 3007.78 , 2025-02-14
4756  , Austin Martinez     , 922   , 5  , 149.17  , 2025-03-22
4757  , Casey Smith         , 877   , 9  , 1030.08 , 2025-04-24
4758  , Janet Lawson        , 88    , 3  , 605.27  , 2025-04-23
4759  , Gina Miller         , 317   , 9  , 2104.09 , 2025-03-31
4760  , Olivia Proctor      , 661   , 7  , 3244.9  , 2025-03-21
4761  , Brent Robbins       , 284   , 10 , 212.47  , 2025-04-18
4762  , Tina Harrington     , 986   , 8  , 518.5   , 2025-03-22
4763  , Laura Watkins       , 104   , 6  , 2881.08 , 2025-03-10
4764  , Gabrielle Morgan    , 39    , 10 , 1088.76 , 2025-03-13
4765  , Dawn Williams       , 106   , 10 , 3567.88 , 2025-03-23
4766  , Adam Ryan           , 412   , 8  , 1178.44 , 2025-04-09
4767  , Christopher Smith   , 960   , 4  , 788.77  , 2025-02-28
4768  , Christine Stevens   , 452   , 1  , 173.93  , 2025-04-02
4769  , Amanda Lopez        , 599   , 3  , 1065.23 , 2025-05-07
4770  , Linda Valencia      , 714   , 4  , 1551.38 , 2025-04-17
4771  , Stacy Espinoza      , 427   , 8  , 688.12  , 2025-04-18
4772  , Thomas King         , 879   , 7  , 304.38  , 2025-05-10
4773  , Amanda Rodriguez    , 250   , 9  , 1771.56 , 2025-04-10
4774  , Holly Nelson        , 450   , 10 , 526.89  , 2025-04-15
4775  , Denise Taylor       , 454   , 10 , 1550.53 , 2025-03-19
4776  , Joshua Larson Jr.   , 325   , 6  , 1665.74 , 2025-03-20
4777  , Heidi Mcdonald      , 95    , 6  , 2287.68 , 2025-03-19
4778  , Melissa Price       , 919   , 3  , 1020.74 , 2025-03-02
4779  , Jacob Bass          , 281   , 10 , 148.26  , 2025-04-29
4780  , Shannon Allen       , 257   , 7  , 1133.63 , 2025-04-24
4781  , Richard Kennedy     , 975   , 4  , 999.63  , 2025-04-29
4782  , Kelsey Garcia       , 337   , 4  , 419.68  , 2025-03-11
4783  , Luis Rowland        , 752   , 4  , 1042.55 , 2025-02-25
4784  , Stacey Johnson      , 147   , 2  , 609.19  , 2025-03-29
4785  , Yvette Mcintosh     , 236   , 1  , 338.26  , 2025-05-11
4786  , Morgan Jennings     , 265   , 7  , 2839.28 , 2025-04-13
4787  , Rodney Hunter       , 776   , 1  , 227.99  , 2025-03-29
4788  , Mike Nash           , 698   , 3  , 1291.9  , 2025-02-23
4789  , David Allen         , 804   , 4  , 968.18  , 2025-04-17
4790  , Tammie Maynard      , 773   , 8  , 720.92  , 2025-03-20
4791  , Louis Hernandez     , 266   , 9  , 4348.8  , 2025-03-04
4792  , Richard Burns       , 158   , 1  , 343.7   , 2025-02-26
4793  , Lisa Sampson        , 579   , 9  , 1453.02 , 2025-03-30
4794  , Colleen Hunt        , 243   , 6  , 2934.64 , 2025-03-12
4795  , Charles Garcia      , 590   , 6  , 104.58  , 2025-03-04
4796  , Ashley Campos       , 564   , 7  , 3244.54 , 2025-03-08
4797  , Gregory Welch       , 252   , 7  , 2727.06 , 2025-04-30
4798  , Casey Lee           , 391   , 8  , 1991.57 , 2025-03-04
4799  , Melissa Ramirez     , 343   , 9  , 880.53  , 2025-04-16
4800  , Alyssa Page         , 706   , 8  , 2513.48 , 2025-05-04
4801  , Deanna Hebert       , 153   , 4  , 1986.87 , 2025-03-31
4802  , Susan Baldwin       , 81    , 1  , 255.44  , 2025-04-08
4803  , Kathryn Mcdonald    , 200   , 2  , 55.15   , 2025-03-14
4804  , Jacob Lynch         , 120   , 10 , 2598.94 , 2025-05-08
4805  , Debra Wiley         , 798   , 7  , 1460.74 , 2025-04-20
4806  , Rebecca Anderson    , 756   , 8  , 1858.4  , 2025-05-02
4807  , Shawn Lang          , 338   , 8  , 473.76  , 2025-05-09
4808  , Daniel Mullins      , 872   , 1  , 275.95  , 2025-04-06
4809  , Natalie Cooke       , 81    , 2  , 510.88  , 2025-04-22
4810  , Susan Rose          , 527   , 7  , 3422.68 , 2025-03-13
4811  , Robert Pena         , 258   , 3  , 985.68  , 2025-05-03
4812  , Karen Graham        , 936   , 2  , 163.24  , 2025-02-16
4813  , Isaiah Neal         , 994   , 3  , 1423.17 , 2025-03-18
4814  , Christopher Burke   , 27    , 9  , 2934.06 , 2025-04-05
4815  , Betty Coleman       , 220   , 10 , 3750.16 , 2025-04-03
4816  , Tyler Porter        , 947   , 3  , 310.53  , 2025-05-14
4817  , Katie Young         , 834   , 3  , 453.67  , 2025-03-23
4818  , Kendra Summers      , 100   , 6  , 462.64  , 2025-02-26
4819  , Marcus Scott        , 515   , 5  , 432.57  , 2025-02-21
4820  , Cynthia Mcbride     , 218   , 2  , 307.36  , 2025-04-28
4821  , Jessica Cook        , 207   , 7  , 1788.21 , 2025-03-13
4822  , John Joseph         , 586   , 4  , 1480.35 , 2025-02-15
4823  , Michelle Smith      , 687   , 3  , 617.34  , 2025-05-07
4824  , Joshua Edwards      , 921   , 10 , 4915.44 , 2025-03-29
4825  , Karen Pittman       , 748   , 7  , 282.7   , 2025-04-09
4826  , Suzanne Charles     , 768   , 4  , 193.19  , 2025-03-11
4827  , Annette Moore       , 110   , 1  , 467.46  , 2025-05-10
4828  , Jeremy Bradley      , 961   , 1  , 322.22  , 2025-02-19
4829  , Jeremy Hubbard      , 875   , 5  , 1270.71 , 2025-04-01
4830  , Samantha Gray       , 722   , 7  , 2150.03 , 2025-03-10
4831  , Michael Small       , 896   , 2  , 206.78  , 2025-04-17
4832  , Lawrence Solis      , 874   , 8  , 2096.69 , 2025-04-27
4833  , Shannon Rodriguez   , 290   , 6  , 1641.81 , 2025-04-10
4834  , Sarah Garrett       , 582   , 3  , 319.26  , 2025-03-03
4835  , Kimberly Burke      , 708   , 8  , 532.65  , 2025-03-14
4836  , Holly Allen         , 437   , 2  , 535.57  , 2025-02-15
4837  , Kevin Reynolds      , 916   , 6  , 2063.21 , 2025-04-13
4838  , Jackson Weaver      , 319   , 5  , 465.39  , 2025-04-09
4839  , Micheal Hayes       , 286   , 8  , 1987.57 , 2025-03-15
4840  , Barbara Obrien      , 676   , 9  , 178.8   , 2025-03-24
4841  , Melissa Ortiz       , 463   , 1  , 105.92  , 2025-02-21
4842  , Justin Fuller       , 446   , 3  , 1184.18 , 2025-04-20
4843  , Dennis Kirk         , 611   , 4  , 1096.4  , 2025-05-02
4844  , Patricia Rhodes     , 902   , 9  , 4434.84 , 2025-03-19
4845  , Jessica Schroeder   , 374   , 8  , 1353.18 , 2025-02-24
4846  , Steven Garrett      , 598   , 5  , 2132.27 , 2025-04-07
4847  , Jorge Love          , 252   , 4  , 1558.32 , 2025-02-20
4848  , Melanie Rivera      , 794   , 1  , 157.29  , 2025-05-14
4849  , Ashley Wagner DDS   , 994   , 6  , 2846.34 , 2025-03-07
4850  , Sharon Carroll      , 787   , 5  , 783.26  , 2025-03-05
4851  , Dawn Palmer         , 23    , 10 , 4628.08 , 2025-05-10
4852  , Martin Miller       , 66    , 2  , 80.1    , 2025-04-15
4853  , Ivan Oliver         , 474   , 5  , 197.31  , 2025-04-27
4854  , Tommy Hartman       , 341   , 5  , 1466.22 , 2025-04-20
4855  , Brittany Hudson     , 369   , 3  , 1158.53 , 2025-03-02
4856  , Angela Scott        , 279   , 9  , 1873.52 , 2025-03-24
4857  , James Daniels       , 341   , 1  , 293.24  , 2025-02-22
4858  , Angela Schroeder    , 62    , 5  , 2321.78 , 2025-04-22
4859  , Steven Kim          , 351   , 6  , 2578.1  , 2025-05-12
4860  , Isaiah Trujillo     , 233   , 6  , 2056.96 , 2025-04-04
4861  , Robert Crawford     , 589   , 2  , 129.46  , 2025-02-16
4862  , Scott Hall          , 651   , 2  , 53.24   , 2025-02-26
4863  , Linda Hanson        , 706   , 1  , 314.18  , 2025-04-12
4864  , Rachel Smith        , 970   , 1  , 416.18  , 2025-03-20
4865  , Lori Sanders        , 396   , 4  , 119.94  , 2025-03-06
4866  , Joseph Moore        , 82    , 5  , 383.18  , 2025-02-25
4867  , Bruce Miller        , 31    , 8  , 88.62   , 2025-03-17
4868  , Daniel Brown        , 521   , 1  , 54.42   , 2025-03-22
4869  , Amy Sweeney         , 662   , 2  , 638.25  , 2025-03-19
4870  , Emily Daniel        , 788   , 10 , 2953.99 , 2025-04-13
4871  , Kyle Ferguson       , 995   , 3  , 284.95  , 2025-04-29
4872  , Catherine Rollins   , 66    , 7  , 280.35  , 2025-03-07
4873  , Anthony Morris      , 545   , 4  , 445.51  , 2025-04-13
4874  , Sarah Hensley       , 855   , 2  , 256.61  , 2025-05-05
4875  , Brian Hall          , 425   , 2  , 424.83  , 2025-04-18
4876  , John Stevens        , 303   , 2  , 41.34   , 2025-05-05
4877  , Debra Thomas        , 468   , 4  , 1991.48 , 2025-03-16
4878  , Brian Ballard       , 383   , 9  , 2344.65 , 2025-04-01
4879  , Dawn Stevens        , 562   , 4  , 1477.79 , 2025-04-24
4880  , Bradley Carson      , 651   , 7  , 186.34  , 2025-04-19
4881  , Courtney Ayala      , 728   , 8  , 3677.99 , 2025-02-13
4882  , Michael Scott       , 894   , 8  , 1792.09 , 2025-04-11
4883  , Laura Wilcox        , 306   , 6  , 1306.62 , 2025-05-03
4884  , Anthony Carr        , 90    , 10 , 1058.17 , 2025-05-14
4885  , Jesse James         , 636   , 9  , 935.11  , 2025-04-28
4886  , Phillip Davis       , 754   , 7  , 656.54  , 2025-03-24
4887  , Claudia Arnold      , 240   , 4  , 1730.56 , 2025-03-17
4888  , Jessica Anderson    , 309   , 7  , 254.85  , 2025-03-18
4889  , Jessica Wise        , 967   , 3  , 1497.59 , 2025-04-11
4890  , David Wright        , 119   , 1  , 463.52  , 2025-03-30
4891  , Andrew Aguilar      , 52    , 6  , 2935.71 , 2025-03-20
4892  , Sharon Ford         , 482   , 9  , 2366.5  , 2025-02-22
4893  , Jeanne Johnson      , 909   , 10 , 1069.51 , 2025-04-10
4894  , Chelsea Robinson    , 176   , 10 , 197.01  , 2025-03-11
4895  , Karen Zimmerman     , 407   , 5  , 1654.2  , 2025-03-20
4896  , Joyce Smith         , 766   , 1  , 142.82  , 2025-04-29
4897  , Thomas Craig        , 502   , 7  , 1786.57 , 2025-03-10
4898  , Eddie Freeman       , 928   , 6  , 937.54  , 2025-03-10
4899  , Stephanie Wolf      , 343   , 10 , 978.37  , 2025-03-10
4900  , Susan Salazar       , 783   , 10 , 2770.05 , 2025-04-13
4901  , Kim Nelson          , 983   , 10 , 3331.56 , 2025-04-20
4902  , Nicole Evans        , 800   , 8  , 2698.6  , 2025-04-04
4903  , Scott Walters       , 838   , 3  , 769.47  , 2025-04-28
4904  , Aaron Whitehead     , 712   , 8  , 1194.41 , 2025-05-13
4905  , Stephanie Castro    , 772   , 8  , 453.94  , 2025-05-03
4906  , Kevin Shaw          , 824   , 8  , 2593.67 , 2025-04-17
4907  , Elizabeth Schmitt   , 489   , 6  , 2818.57 , 2025-04-19
4908  , Jeffrey Sullivan    , 61    , 10 , 2497.71 , 2025-04-04
4909  , Tracy Johnson DDS   , 957   , 2  , 467.99  , 2025-03-07
4910  , Holly Jensen        , 159   , 7  , 1402.01 , 2025-02-28
4911  , Jonathan Villarreal , 692   , 2  , 875.21  , 2025-02-25
4912  , Karen Gentry        , 233   , 9  , 3085.43 , 2025-04-18
4913  , Kathy Scott         , 875   , 8  , 2033.14 , 2025-02-14
4914  , Zachary Howard      , 458   , 8  , 322.26  , 2025-04-26
4915  , Lori Camacho        , 565   , 10 , 4698.67 , 2025-04-21
4916  , Eric Walsh          , 539   , 1  , 151.8   , 2025-04-01
4917  , Kenneth Serrano     , 489   , 3  , 1409.28 , 2025-03-03
4918  , Meredith Burton     , 403   , 5  , 642.86  , 2025-02-22
4919  , Stephanie Roberts   , 125   , 8  , 3604.23 , 2025-03-07
4920  , Roy Hamilton        , 954   , 10 , 905.98  , 2025-03-10
4921  , Heather Wilson      , 996   , 5  , 2290.75 , 2025-05-02
4922  , Catherine Wilson    , 970   , 5  , 2080.91 , 2025-05-12
4923  , Samuel Armstrong    , 256   , 5  , 1234.9  , 2025-03-02
4924  , Lynn Trevino        , 375   , 7  , 844.82  , 2025-03-25
4925  , Jennifer Sanders    , 546   , 2  , 24.03   , 2025-03-19
4926  , Kathy Boyer         , 533   , 2  , 383.83  , 2025-04-05
4927  , Brian Watson        , 640   , 7  , 97.8    , 2025-03-29
4928  , Chase Kim           , 387   , 1  , 222.9   , 2025-02-21
4929  , Ricardo Hall        , 593   , 6  , 2771.61 , 2025-05-05
4930  , Rebecca Greene      , 299   , 3  , 555.66  , 2025-03-14
4931  , Anthony Burns       , 181   , 5  , 1462.83 , 2025-03-31
4932  , Andrew Rubio        , 739   , 7  , 710.04  , 2025-03-11
4933  , Christine Jackson   , 661   , 3  , 1390.67 , 2025-03-09
4934  , Tiffany Davis       , 281   , 1  , 14.83   , 2025-04-20
4935  , David Gray          , 695   , 7  , 1183.38 , 2025-02-28
4936  , Colin Payne         , 805   , 1  , 249.57  , 2025-05-08
4937  , Christopher Diaz    , 259   , 1  , 24.58   , 2025-03-31
4938  , Timothy Smith       , 309   , 5  , 182.03  , 2025-03-02
4939  , Cindy Elliott       , 976   , 10 , 4106.12 , 2025-04-11
4940  , Traci Lee           , 538   , 9  , 1251.52 , 2025-03-06
4941  , Jennifer Schmidt    , 30    , 5  , 1359.23 , 2025-02-27
4942  , Erica Jones         , 902   , 8  , 3942.08 , 2025-03-05
4943  , Larry Scott         , 119   , 8  , 3708.2  , 2025-03-05
4944  , Bethany Thompson    , 640   , 3  , 41.92   , 2025-04-30
4945  , Tammy Lin           , 331   , 2  , 837.34  , 2025-03-14
4946  , Jennifer Bell       , 425   , 8  , 1699.3  , 2025-05-04
4947  , Eric Hardy          , 626   , 7  , 1301.36 , 2025-04-11
4948  , Gabriel Rodriguez   , 531   , 4  , 1806.19 , 2025-03-15
4949  , Ryan Harmon         , 405   , 1  , 26.55   , 2025-04-16
4950  , Allen Flowers       , 279   , 1  , 208.17  , 2025-03-19
4951  , Patricia Huffman    , 916   , 7  , 2407.08 , 2025-05-10
4952  , Thomas Rose         , 90    , 7  , 740.72  , 2025-03-23
4953  , Kevin Aguilar       , 768   , 3  , 144.89  , 2025-04-30
4954  , Debbie Curtis       , 207   , 3  , 766.38  , 2025-02-23
4955  , Joshua Peterson     , 426   , 6  , 515.13  , 2025-04-16
4956  , Michael Ramirez     , 377   , 6  , 744.75  , 2025-02-16
4957  , Jack Brown          , 608   , 7  , 490.03  , 2025-02-28
4958  , Olivia Quinn        , 821   , 5  , 1436.47 , 2025-04-15
4959  , Lauren Pope         , 270   , 7  , 2969.48 , 2025-02-15
4960  , Krista Kidd         , 348   , 10 , 4367.22 , 2025-03-23
4961  , Barry Olsen         , 8     , 3  , 351.66  , 2025-05-11
4962  , Carol Spencer       , 631   , 8  , 3176.89 , 2025-05-03
4963  , Jessica Lowery      , 814   , 4  , 1209.83 , 2025-03-05
4964  , Devin Green         , 514   , 7  , 1275.98 , 2025-02-16
4965  , Mike Gregory        , 92    , 9  , 1920.75 , 2025-02-23
4966  , Thomas Yang         , 339   , 7  , 524.39  , 2025-04-29
4967  , Kenneth Jefferson   , 885   , 6  , 1125.26 , 2025-03-27
4968  , Kathleen Williams   , 618   , 10 , 2325.77 , 2025-03-13
4969  , Jimmy Scott         , 486   , 3  , 271.06  , 2025-04-15
4970  , Laura Rivera        , 795   , 2  , 406.78  , 2025-02-24
4971  , Christopher Gregory , 388   , 6  , 2415.88 , 2025-04-12
4972  , Vanessa Miller      , 564   , 3  , 1390.52 , 2025-03-25
4973  , Jose Barnes         , 89    , 9  , 406.26  , 2025-02-19
4974  , Jake Ramirez        , 333   , 8  , 2237.15 , 2025-03-24
4975  , Eric Baird          , 295   , 1  , 431.73  , 2025-04-13
4976  , Carly Meyers MD     , 173   , 9  , 1488.98 , 2025-04-29
4977  , Tiffany Figueroa    , 366   , 6  , 234.71  , 2025-04-19
4978  , Anne Phillips       , 606   , 1  , 368.9   , 2025-03-27
4979  , Kristen Carter      , 737   , 3  , 19.13   , 2025-04-19
4980  , Douglas Le          , 523   , 8  , 3907.98 , 2025-05-05
4981  , Angela Phelps       , 257   , 7  , 1133.63 , 2025-05-02
4982  , Richard Preston     , 163   , 8  , 2184.03 , 2025-03-09
4983  , Gregory Lane        , 59    , 2  , 231.94  , 2025-03-08
4984  , Timothy Clark       , 64    , 1  , 240.7   , 2025-02-23
4985  , Jesse Fernandez     , 940   , 1  , 182.57  , 2025-04-27
4986  , Brandi Murray       , 366   , 7  , 273.83  , 2025-03-18
4987  , Michael Joseph      , 464   , 6  , 837.61  , 2025-02-25
4988  , Kimberly Smith      , 446   , 2  , 789.46  , 2025-03-01
4989  , Rodney Anderson     , 938   , 10 , 2272.91 , 2025-04-25
4990  , Breanna Hill        , 284   , 6  , 127.48  , 2025-05-10
4991  , Alexis Romero       , 152   , 3  , 1466.82 , 2025-03-06
4992  , Joseph Hardy        , 823   , 9  , 1543.48 , 2025-05-03
4993  , Randy Copeland      , 159   , 4  , 801.15  , 2025-03-16
4994  , Danielle Wang       , 389   , 7  , 2352.67 , 2025-03-29
4995  , Laura Williams      , 641   , 6  , 1165.28 , 2025-04-08
4996  , Pamela Carr         , 656   , 8  , 2675.82 , 2025-05-06
4997  , Leah Watson         , 440   , 7  , 465.55  , 2025-04-13
4998  , Jim Hart            , 206   , 2  , 18.56   , 2025-03-08
4999  , Dennis Mathews      , 668   , 6  , 1402.22 , 2025-03-21
5000  , James Hebert        , 904   , 5  , 1786.05 , 2025-04-04
5001  , Katherine Bernard   , 369   , 5  , 1930.88 , 2025-04-04
5002  , Alexis Mercer       , 827   , 10 , 1816.7  , 2025-04-23
5003  , Ricky Simmons       , 743   , 10 , 3515.55 , 2025-03-11
5004  , Lindsey Cole        , 129   , 4  , 1180.47 , 2025-03-21
5005  , Brittany Delgado    , 161   , 6  , 1569.08 , 2025-02-22
5006  , Joseph Gomez        , 190   , 2  , 83.84   , 2025-05-07
5007  , Ryan Schroeder      , 711   , 6  , 1855.8  , 2025-03-19
5008  , Charlotte Todd      , 488   , 3  , 181.56  , 2025-05-06
5009  , Donna Russell       , 249   , 5  , 695.94  , 2025-02-26
5010  , Tyler Vasquez       , 24    , 7  , 2503.27 , 2025-03-18
5011  , Erin Davis          , 273   , 5  , 500.35  , 2025-04-04
5012  , Monica Clark        , 366   , 8  , 312.95  , 2025-04-28
5013  , Russell Watson      , 106   , 4  , 1427.15 , 2025-02-14
5014  , Sandra Shaw         , 350   , 7  , 3118.65 , 2025-04-03
5015  , Christopher Cisneros, 319   , 5  , 465.39  , 2025-04-09
5016  , Loretta James       , 621   , 10 , 1605.76 , 2025-04-10
5017  , Christopher Solis   , 552   , 4  , 62.04   , 2025-05-02
5018  , Robert Barry        , 2     , 6  , 2869.42 , 2025-05-08
5019  , Cheryl Freeman      , 201   , 5  , 191.08  , 2025-04-17
5020  , Joshua Mclean       , 531   , 8  , 3612.38 , 2025-03-12
5021  , Shelby Wall         , 707   , 6  , 82.41   , 2025-05-01
5022  , David Baldwin       , 211   , 2  , 569.25  , 2025-03-06
5023  , Richard Yu          , 681   , 5  , 1049.15 , 2025-03-01
5024  , Debra Mckenzie      , 596   , 6  , 1230.68 , 2025-02-24
5025  , Danielle Roberts    , 700   , 1  , 87.28   , 2025-03-25
5026  , Scott Delgado       , 437   , 1  , 267.79  , 2025-02-28
5027  , Tanya Johnson       , 315   , 4  , 831.73  , 2025-04-08
5028  , Taylor Lyons        , 364   , 10 , 3931.03 , 2025-02-14
5029  , Angela Williams     , 123   , 2  , 61.84   , 2025-03-18
5030  , Tracy Hunt          , 776   , 2  , 455.99  , 2025-03-17
5031  , Daniel Scott        , 695   , 3  , 507.16  , 2025-04-25
5032  , Samuel Myers        , 104   , 8  , 3841.45 , 2025-02-25
5033  , Mary Hawkins        , 630   , 4  , 1988.19 , 2025-05-14
5034  , Danny Olson         , 628   , 5  , 2197.97 , 2025-04-19
5035  , Misty Johnson       , 318   , 4  , 1403.3  , 2025-02-25
5036  , Tyler Murphy        , 952   , 9  , 554.97  , 2025-03-17
5037  , Amanda Harris       , 553   , 8  , 1908.5  , 2025-04-30
5038  , Brittany Ramirez    , 499   , 9  , 551.6   , 2025-03-17
5039  , Terry Mccormick     , 802   , 2  , 553.16  , 2025-04-20
5040  , James Jones         , 24    , 3  , 1072.83 , 2025-02-23
5041  , Brittany Montgomery , 967   , 3  , 1497.59 , 2025-03-27
5042  , Russell Johnson     , 262   , 9  , 1440.29 , 2025-02-14
5043  , Julie Ellis         , 180   , 7  , 534.79  , 2025-04-08
5044  , Warren Williams     , 827   , 2  , 363.34  , 2025-03-04
5045  , Laurie Palmer       , 334   , 1  , 462.77  , 2025-04-11
5046  , Victoria Swanson    , 829   , 1  , 107.09  , 2025-03-15
5047  , Richard Marsh       , 134   , 5  , 1223.19 , 2025-05-05
5048  , Lance Jones         , 622   , 9  , 1361.92 , 2025-04-24
5049  , Kimberly Garrett    , 807   , 8  , 1495.54 , 2025-02-22
5050  , Carolyn Wood        , 816   , 2  , 168.58  , 2025-04-30
5051  , Morgan Cross        , 216   , 9  , 3870.76 , 2025-03-19
5052  , Tina Torres         , 53    , 8  , 2483.88 , 2025-05-01
5053  , Nathaniel Jordan    , 454   , 7  , 1085.37 , 2025-04-22
5054  , Jerry Robinson      , 169   , 2  , 262.97  , 2025-04-11
5055  , Steven Johnson      , 544   , 3  , 1003.3  , 2025-03-19
5056  , Tracy Carter        , 63    , 4  , 901.38  , 2025-03-13
5057  , Shawn Jackson       , 264   , 10 , 3128.36 , 2025-02-15
5058  , Brenda Murphy       , 413   , 10 , 4113.67 , 2025-04-05
5059  , Lisa Butler         , 827   , 2  , 363.34  , 2025-03-31
5060  , Robert Skinner      , 823   , 7  , 1200.49 , 2025-02-23
5061  , Warren Webster      , 73    , 1  , 143.51  , 2025-03-25
5062  , Kristi Robbins      , 521   , 5  , 272.12  , 2025-02-20
5063  , Misty Landry        , 153   , 10 , 4967.17 , 2025-05-12
5064  , Denise Moreno       , 687   , 5  , 1028.9  , 2025-03-25
5065  , David Sweeney       , 466   , 10 , 4500.51 , 2025-04-29
5066  , James Becker        , 976   , 8  , 3284.89 , 2025-05-06
5067  , Wesley Stevenson    , 433   , 8  , 828.56  , 2025-05-07
5068  , Patrick Gomez       , 338   , 10 , 592.2   , 2025-04-10
5069  , Anthony Hood        , 583   , 7  , 1899.06 , 2025-03-08
5070  , Matthew Hughes      , 935   , 6  , 2474.13 , 2025-03-01
5071  , Vincent Fowler      , 530   , 9  , 3959.59 , 2025-02-20
5072  , Teresa Turner       , 391   , 7  , 1742.62 , 2025-03-18
5073  , Keith Lamb          , 892   , 10 , 1169.19 , 2025-04-29
5074  , Anthony Moran       , 513   , 8  , 105.18  , 2025-04-09
5075  , Lindsay Peters      , 349   , 7  , 1454.99 , 2025-05-11
5076  , Anna Smith          , 671   , 8  , 3215.95 , 2025-02-26
5077  , Brian Oliver        , 776   , 9  , 2051.95 , 2025-02-23
5078  , Amanda Reynolds     , 483   , 5  , 1336.02 , 2025-03-08
5079  , Donna Ray           , 351   , 1  , 429.68  , 2025-04-02
5080  , Brian Tucker        , 193   , 7  , 1981.61 , 2025-03-19
5081  , John Brown          , 139   , 1  , 5.75    , 2025-04-24
5082  , Joseph Bentley      , 896   , 7  , 723.73  , 2025-05-01
5083  , Miguel Mcfarland    , 261   , 1  , 219.52  , 2025-05-13
5084  , Karen Malone        , 592   , 10 , 409.5   , 2025-03-30
5085  , Aaron Hernandez     , 562   , 8  , 2955.58 , 2025-02-17
5086  , Amber Horton        , 482   , 5  , 1314.72 , 2025-04-09
5087  , Erin Smith          , 680   , 9  , 2773.59 , 2025-05-13
5088  , Nicole Nolan        , 486   , 1  , 90.35   , 2025-04-27
5089  , Elizabeth Gilbert   , 936   , 6  , 489.72  , 2025-03-25
5090  , Ashley Sosa         , 408   , 5  , 2000.85 , 2025-04-07
5091  , Larry Perkins       , 669   , 4  , 617.7   , 2025-04-07
5092  , Crystal Gardner     , 337   , 9  , 944.28  , 2025-05-02
5093  , Rodney Barnes       , 166   , 4  , 373.85  , 2025-04-09
5094  , Joseph Graham       , 569   , 3  , 934.46  , 2025-04-27
5095  , Samuel Goodman      , 911   , 2  , 462.7   , 2025-02-24
5096  , Lisa Maldonado      , 41    , 4  , 774.42  , 2025-04-29
5097  , Jenna Jones         , 499   , 6  , 367.73  , 2025-03-01
5098  , Jaime Villarreal    , 865   , 9  , 1827.95 , 2025-04-28
5099  , Kayla Griffith      , 792   , 6  , 1727.31 , 2025-05-01
5100  , Jared Stevens       , 53    , 9  , 2794.37 , 2025-04-12
5101  , Jeffery Patel       , 53    , 8  , 2483.88 , 2025-03-14
5102  , Brittany Carpenter  , 331   , 3  , 1256.01 , 2025-03-20
5103  , Brittney Daniel     , 554   , 9  , 2340.95 , 2025-03-15
5104  , Anne Mcdowell       , 894   , 9  , 2016.1  , 2025-02-15
5105  , Christopher Cohen   , 996   , 8  , 3665.2  , 2025-04-17
5106  , Mrs. Jessica Cole   , 671   , 5  , 2009.97 , 2025-04-30
5107  , Alex Gould          , 651   , 7  , 186.34  , 2025-05-10
5108  , Angela Macdonald    , 932   , 8  , 2086.25 , 2025-03-05
